TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.CalDay,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,55,0.3,2,19,49,77618,1494856632248,0.39215686274509803,111000000001000000011111111100000000000111111000001,0.41379310344827586,11110001111000000110000001100,1.0,11111,0,0,5,1,0.2636363636363636,11111100000000000000000000000000000000000000000000000000110000000000000000000000000000111111111111111111111000,0.6086956521739131,00011111110001111101100,1.0,11111111111,0.7272727272727273,10011101111,0.41379310344827586,00111110111000000110000001100
